# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	SampleName	RedIDATFilename	GreenIDATFilename	SampleType	RedUUID	GreenUUID
C3L-00603	LSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00603.A.CPT0064050006.csv.gz	103248517	csv	a25eaf1162f3d92143bb82ab2c996e86	C3L-00603.A	203219650136_R02C01_Red.idat	203219650136_R02C01_Grn.idat	tissue_normal	8aa81d0b-c932-4a4c-9d2f-b41cc1c3b292	f3e6f156-2550-4950-b182-a0de65046ae9
C3L-00603	LSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00603.T.CPT0064040006.csv.gz	103281872	csv	869623a93daeb6998da5af17d65b9f72	C3L-00603.T	202163550115_R07C01_Red.idat	202163550115_R07C01_Grn.idat	tumor	f0019c3b-62e1-4fc7-abcc-a0b6303bbf36	21499507-cb1f-40b1-aa64-885336756fda
C3L-00604	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00604.A.CPT0063840009.csv.gz	103177802	csv	e136c979f050a54144bab9601efc8cf2	C3L-00604.A	203028200048_R04C01_Red.idat	203028200048_R04C01_Grn.idat	tissue_normal	72a2a5ca-fd73-4c87-bb02-e15fb974ac1a	b7331e7b-ceeb-4867-b496-2a3c23893e5c
C3L-00604	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00604.T.CPT0063810006.csv.gz	103273732	csv	ede025688e35c76cbcc647098e36b0ed	C3L-00604.T	202184900111_R07C01_Red.idat	202184900111_R07C01_Grn.idat	tumor	934e88e6-ea6e-4fd0-b37b-109e5112ff3a	80129805-9437-4f78-9140-824157dc791c
C3L-00605	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00605.T.CPT0063890006.csv.gz	103277645	csv	ff66908b628fb333bd5da679b9b46b34	C3L-00605.T	202176290047_R05C01_Red.idat	202176290047_R05C01_Grn.idat	tumor	ac50c261-0d45-4b0a-ac84-7d525463bb81	1bbe8e82-f96a-4892-aacc-19abebf6af55
C3L-00606	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00606.T.CPT0079270009.csv.gz	103271420	csv	b1a53f3dbafee92699c5147761b8afb7	C3L-00606.T	202184990008_R03C01_Red.idat	202184990008_R03C01_Grn.idat	tumor	a8be6067-ae24-495f-845e-c6e4d460afee	944d78ee-cb1c-4522-bab7-bdeba711649d
C3L-00606	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3L-00606.T.CPT0079280009.csv.gz	102979347	csv	1b480f9d22a42cd9a5d13bde39e50d75	C3L-00606.T	204372030161_R01C01_Red.idat	204372030161_R01C01_Grn.idat	tumor	d13a71a2-7aab-4182-9325-209cc33aea89	55abf0fc-a0a8-421e-b091-7547b1e9148e
C3L-00606	CCRCC	Methylation_Array	v1.1	20201217	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation.CCRCC_ITH_20201217/C3L-00606.T.CPT0079290009.csv.gz	103030477	csv	85368f14726163ec286ab74e1bfd84ac	C3L-00606.T	204372030072_R04C01_Red.idat	204372030072_R04C01_Grn.idat	tumor	7a425473-3d0f-48df-a02f-4d0a8aea3aa1	e4d82f96-e089-4441-902c-cd182bf86f19
C3L-00607	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00607.T.CPT0025050009.csv.gz	103278401	csv	1290d480c8d1b9157c3aa31a2cdecc34	C3L-00607.T	202184990066_R03C01_Red.idat	202184990066_R03C01_Grn.idat	tumor	aa4503cd-1152-4820-b650-ab6191a56189	cd8d2e9c-72fe-4001-99cb-1a1fdc57be21
C3L-00610	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00610.T.CPT0025110009.csv.gz	103267684	csv	3200732d4cf0b011abafa03580795e39	C3L-00610.T	202184900148_R02C01_Red.idat	202184900148_R02C01_Grn.idat	tumor	81ed544e-524f-4d24-adff-3c9c520d676d	54af3b45-1b64-499a-bf89-6b1941391856
C3L-00614	AML	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00614.Tpb.CPT0100860002.csv.gz	103211845	csv	97086c8b47d5ecc13a9a4614af18c74f	C3L-00614.Tpb	203561620040_R03C01_Red.idat	203561620040_R03C01_Grn.idat	tumor_peripheral_blood	2254c51f-b519-43bb-9322-66eb77712179	d75d4ffc-354b-4454-8c4c-2fb42bf9ff89
C3L-00622	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00622.T.CPT0081360007.csv.gz	103276698	csv	c66ae05c6d271f3b663df730d3c3485d	C3L-00622.T	202184990008_R08C01_Red.idat	202184990008_R08C01_Grn.idat	tumor	a022ac28-5dda-41d3-8be3-f8550e900121	6b6be9d3-137b-44b5-b042-61225f851152
C3L-00625	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00625.A.CPT0081500010.csv.gz	103266604	csv	f1eaa4a4c52ea7663b6e527a28233472	C3L-00625.A	203561620054_R08C01_Red.idat	203561620054_R08C01_Grn.idat	tissue_normal	ffd83c2b-979b-472a-987e-999f15cbae9c	4d313f52-532c-4fde-abde-fd0837de0979
C3L-00625	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00625.T.CPT0081470007.csv.gz	103275647	csv	02e05d49126336e99e709e053a2d6b47	C3L-00625.T	202178770008_R08C01_Red.idat	202178770008_R08C01_Grn.idat	tumor	bc8a8b7d-6f73-444a-8b90-086aba79b386	cbc049f4-85fe-4b23-a38a-d0adee0fb3f5
C3L-00629	CM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CM/CPTAC3_CM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00629.T.CPT0017250007.csv.gz	103275011	csv	212d86d615151dcfb34b73dbd52990bc	C3L-00629.T	202184990008_R07C01_Red.idat	202184990008_R07C01_Grn.idat	tumor	8b4324ba-25a1-4025-a0f0-76495502d34a	0892796a-fc76-4af3-a325-6ac1c72ca01f
C3L-00631	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00631.T.CPT0017910007.csv.gz	103255141	csv	49af6260c9aff7ef3f2323f8e1d5804a	C3L-00631.T	202178770111_R08C01_Red.idat	202178770111_R08C01_Grn.idat	tumor	82f032cc-59a7-4dd4-892e-b8d36e027cd9	26132020-f1ec-42f4-9ee6-97406c12d73e
C3L-00640	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00640.A.CPT0064570009.csv.gz	103247969	csv	f8058cc97912594363698c6348554bba	C3L-00640.A	203561450048_R03C01_Red.idat	203561450048_R03C01_Grn.idat	tissue_normal	8687f994-2caa-4f29-9195-7a4ad451dc7f	d249d09d-c099-4b47-9972-66cd0cfb6158
C3L-00640	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00640.T.CPT0064520010.csv.gz	103267997	csv	52079f9b511568573152366f5e6c13ff	C3L-00640.T	202176300001_R06C01_Red.idat	202176300001_R06C01_Grn.idat	tumor	3693c70d-f8e7-411e-8c92-58844c2f1f74	8efb1d21-214c-495d-a868-29fc3ec955ad
C3L-00671	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00671.T.CPT0064450010.csv.gz	103226500	csv	a1827b5bc0d3bb727b118a5140a9456a	C3L-00671.T	202163550072_R04C01_Red.idat	202163550072_R04C01_Grn.idat	tumor	a3d5fa26-98a5-4a98-8966-b9daa6571a75	b67d9857-cd51-4422-8429-f35c8288ae83
C3L-00674	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00674.T.CPT0064650009.csv.gz	103273745	csv	f441875460a40bc49bc89c3b30a7d39f	C3L-00674.T	202178770143_R04C01_Red.idat	202178770143_R04C01_Grn.idat	tumor	ed051d00-7903-4c3e-8b7a-62f9481737b4	c662fdd1-56ac-44e1-a5a3-a39762630667
C3L-00677	GBM	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00677.T.CPT0071100006.csv.gz	103255855	csv	95ba40e390dbd84e22537660e879c8e2	C3L-00677.T	202176290047_R07C01_Red.idat	202176290047_R07C01_Grn.idat	tumor	672eb168-ce96-4715-993f-80e36f4e215e	0c116252-8f2d-4c8e-b84a-be332bf3a7e4
C3L-00765	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00765.T.CPT0015910006.csv.gz	103267047	csv	33fb39e79d1df3241195c707f28df877	C3L-00765.T	202184990066_R08C01_Red.idat	202184990066_R08C01_Grn.idat	tumor	40b5ad16-c4b6-4b24-bfd8-9523ed75652e	6fe6ed90-3714-48fd-8256-84793941ad6d
C3L-00766	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00766.T.CPT0025170009.csv.gz	103265244	csv	158fdf7db700bc89197029e0ecc88c14	C3L-00766.T	202176290046_R03C01_Red.idat	202176290046_R03C01_Grn.idat	tumor	b3525088-db4f-44f6-bdb3-05997ebaf04a	fdaa5128-203e-4f85-bfdb-de35e0b11839
C3L-00767	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00767.T.CPT0026430009.csv.gz	103281784	csv	f0997203f83fa9e73e503604202ccbb6	C3L-00767.T	202184900148_R01C01_Red.idat	202184900148_R01C01_Grn.idat	tumor	a33dbc52-6727-4876-b5ca-6870e9429740	a9416b12-9b20-49ee-b8d0-dc2e5344a34a
C3L-00769	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00769.T.CPT0026530009.csv.gz	103277116	csv	6001b8b0b4e1fc3670fefc0fbb75dfb4	C3L-00769.T	202178770079_R02C01_Red.idat	202178770079_R02C01_Grn.idat	tumor	081bab2c-f927-4d2a-81e4-a4b7c31ff60f	9317eab7-524c-4303-b9a5-6768489dabda
C3L-00770	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00770.T.CPT0026650009.csv.gz	103267649	csv	3ba3fa07fc234619a3c5d4521c1e6610	C3L-00770.T	202176290047_R01C01_Red.idat	202176290047_R01C01_Grn.idat	tumor	425ecafd-f6bc-4f29-a5a6-397432b57d2c	3adeb3c3-5b76-4ba6-9d19-c946107725fd
C3L-00771	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00771.T.CPT0026770009.csv.gz	103270448	csv	a915387223e23f2b9443e3aea5f49a14	C3L-00771.T	202176300111_R03C01_Red.idat	202176300111_R03C01_Grn.idat	tumor	83d578da-c08c-4205-b455-d63b9744a4e7	a5cd2f59-69f7-401d-8aea-2f9c82dc9a39
C3L-00780	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00780.T.CPT0070330010.csv.gz	103276821	csv	77a55fed7a931a2de374f69c90e70bc2	C3L-00780.T	202178770111_R03C01_Red.idat	202178770111_R03C01_Grn.idat	tumor	42dada8a-2498-4b15-9ba4-2a8a2ee338bc	72495009-5514-40d5-bc3e-32347ac3065e
C3L-00781	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00781.T.CPT0070260009.csv.gz	103279876	csv	18d7436c490c7cdca6c327bf24051cbb	C3L-00781.T	202176290047_R04C01_Red.idat	202176290047_R04C01_Grn.idat	tumor	efa8dd50-9837-49e3-b6b7-d9034df3e4d8	290a9e3a-67ab-4851-a507-94570aa3439c
C3L-00789	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00789.T.CPT0016030017.csv.gz	103259345	csv	0bf81812b96ad6b6b4c3753a009559b5	C3L-00789.T	202184900127_R08C01_Red.idat	202184900127_R08C01_Grn.idat	tumor	57aeddb4-886d-4b50-a400-6398e0fa5852	cdf5b3c0-a599-4935-81e4-85c6e523e503
C3L-00790	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00790.T.CPT0065690009.csv.gz	103270318	csv	c0c920b6b6766c0111ac304efcb5c669	C3L-00790.T	202184900104_R06C01_Red.idat	202184900104_R06C01_Grn.idat	tumor	9a3b4ca1-d4f9-491b-bc7e-9a702f3fd4d8	ad87cbfa-d771-49b0-bc18-deebf7ebfb4a
C3L-00791	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00791.T.CPT0026410009.csv.gz	103258064	csv	e43e1f0351b4bd3cd00c752922a296a0	C3L-00791.T	202176290145_R02C01_Red.idat	202176290145_R02C01_Grn.idat	tumor	13af420c-5d07-44cc-a06f-bc7e6406e9ab	fe1cfca4-3274-4804-a49c-c86aca2ae120
C3L-00792	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00792.T.CPT0015730006.csv.gz	103261153	csv	dc7b06127b1588f372b516d55050b522	C3L-00792.T	202184900111_R02C01_Red.idat	202184900111_R02C01_Grn.idat	tumor	0f860e8c-d7ef-4a3e-a0ac-081dad06af2f	a2dbf534-3b7f-48eb-b142-910ea11a0984
C3L-00796	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00796.T.CPT0065750009.csv.gz	103267889	csv	d931ea4470816e7314311ee7132f66bb	C3L-00796.T	202184900149_R04C01_Red.idat	202184900149_R04C01_Grn.idat	tumor	e700b1c8-927b-44af-a90b-87e5b8451b42	350d1fb3-357f-4e96-953b-2a6adff0c741
C3L-00799	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00799.T.CPT0025230009.csv.gz	103264228	csv	efb0158c7addf6594fce847f30d851aa	C3L-00799.T	202163550115_R03C01_Red.idat	202163550115_R03C01_Grn.idat	tumor	6a75eaa6-6e76-4a96-9cd2-69a47cf3b2ee	a6b1aa3c-a6a8-4af1-ae0c-a777debeb0c2
C3L-00800	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00800.T.CPT0025290009.csv.gz	103281055	csv	053b352210ed5bf673dcf74894c42fd2	C3L-00800.T	202184990059_R02C01_Red.idat	202184990059_R02C01_Grn.idat	tumor	8e1ac8f6-787a-4db2-9597-3d4176836f12	b5a546a7-f70f-4923-909a-34c2399d73c2
C3L-00807	AML	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00807.Tpb.CPT0262160002.csv.gz	103206018	csv	55e5cc855b58ee2d8981693b3f9b48b5	C3L-00807.Tpb	203561450006_R05C01_Red.idat	203561450006_R05C01_Grn.idat	tumor_peripheral_blood	9850a500-269c-432d-904e-739307380342	b4c7b3eb-951f-4f06-badb-0468fdcdbc00
C3L-00810	AML	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/AML/CPTAC3_AML_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00810.Tpb.CPT0262010002.csv.gz	103189664	csv	b7bcd94b9d0338a6dcfc77e79bf490fd	C3L-00810.Tpb	203561450020_R04C01_Red.idat	203561450020_R04C01_Grn.idat	tumor_peripheral_blood	dfec6065-90ed-45f0-82c2-bdeb2d62d830	50fac287-4b80-4c88-9228-6606228b180c
C3L-00812	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00812.T.CPT0025350009.csv.gz	103267227	csv	211a3c5be11bfebc6c49ed1fdf709035	C3L-00812.T	202184900149_R02C01_Red.idat	202184900149_R02C01_Grn.idat	tumor	9d1f5316-2e3c-4786-a9fc-0c996aee078b	9c002298-3da4-40ce-a41e-d5425f821e00
C3L-00813	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00813.T.CPT0015810013.csv.gz	103270816	csv	353abb825a6c334547f6a2adb6ce1c11	C3L-00813.T	202176290145_R08C01_Red.idat	202176290145_R08C01_Grn.idat	tumor	97e3585a-b426-4bd0-a256-72411ee2cd8b	6c52c574-51e0-4c7c-a61c-aa9e75b3d61f
C3L-00814	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00814.T.CPT0065810009.csv.gz	103270536	csv	1c929eec041e9926d435ba77e711990e	C3L-00814.T	202163530118_R04C01_Red.idat	202163530118_R04C01_Grn.idat	tumor	4ab9c2b1-15db-4bcc-80a8-6e2fe752c7d9	9de8b8d5-ba07-4de2-b3f7-706e57bbc2c8
C3L-00815	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00815.T.CPT0085730009.csv.gz	103265838	csv	982fa8190157867592c1a1513df976b4	C3L-00815.T	202176290095_R08C01_Red.idat	202176290095_R08C01_Grn.idat	tumor	3f604877-5694-4114-a757-3893ac4e135f	1e89e884-25c6-402c-9ddd-910244cb8436
C3L-00817	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00817.T.CPT0065870009.csv.gz	103280921	csv	4e2bab03edd81d7227efe8e88bab6d0f	C3L-00817.T	202184900111_R05C01_Red.idat	202184900111_R05C01_Grn.idat	tumor	4a67b550-4110-409c-8ea9-5ebf21a34770	0d6ae836-f2b9-4aab-9bf2-613cb6157a3c
C3L-00819	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00819.A.CPT0064110009.csv.gz	103249603	csv	f9eae7c17e1c8c3168de6d632b20ed46	C3L-00819.A	203561450062_R08C01_Red.idat	203561450062_R08C01_Grn.idat	tissue_normal	b5722fef-5183-464a-9be6-13e908273eee	140c9080-35b4-4777-ab78-4341639f0803
C3L-00819	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00819.T.CPT0064090006.csv.gz	103274472	csv	19fc230ccad99cfddac239010ed121c5	C3L-00819.T	202163530120_R07C01_Red.idat	202163530120_R07C01_Grn.idat	tumor	6bf63db9-982a-4c6f-ae9f-192ef652b68b	73d82ed8-9a69-4936-b6e0-ddda701f3984
C3L-00881	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00881.A.CPT0017130006.csv.gz	103240322	csv	8ba87acc1c8be91d0cd46fa7d6eed2ca	C3L-00881.A	203561450054_R08C01_Red.idat	203561450054_R08C01_Grn.idat	tissue_normal	af81c781-bc2d-43ac-8935-b641b66caf26	7a1b614e-f590-4bb9-a70d-14b4962cc0e7
C3L-00881	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00881.T.CPT0017040007.csv.gz	103269966	csv	3d06d933857d503934afc16fde4810c0	C3L-00881.T	202178770008_R07C01_Red.idat	202178770008_R07C01_Grn.idat	tumor	b9f60daa-d40a-43ee-a8eb-4062e4ca4625	2b71b0bb-1f7d-47ff-a331-192a2675bd30
C3L-00885	PDA	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00885.T.CPT0064720010.csv.gz	103275311	csv	5154863e351a972e33679c7699979aff	C3L-00885.T	202184900104_R04C01_Red.idat	202184900104_R04C01_Grn.idat	tumor	83349bd6-5a59-493c-9048-e593015ebb15	7b5a4cfe-3875-45d7-8632-9b3391cd9389
C3L-00893	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00893.A.CPT0083140009.csv.gz	103218201	csv	d9d5e5d8ce6180a97ee9eb91430b86ae	C3L-00893.A	203027390113_R08C01_Red.idat	203027390113_R08C01_Grn.idat	tissue_normal	e2d50619-fbf6-4966-b505-d40adca18ffb	b44d61f3-1864-486b-ae1c-967b537b6cec
C3L-00893	LUAD	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00893.T.CPT0083100009.csv.gz	103210300	csv	0b63df692c98bd7839a50cd75defea49	C3L-00893.T	202184990069_R03C01_Red.idat	202184990069_R03C01_Grn.idat	tumor	1c530bf8-83ae-492a-b67e-da86a3979bf4	c2383c0b-9458-44ab-ae9e-a2e0d6bbd425
C3L-00898	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00898.T.CPT0172200011.csv.gz	103280601	csv	a2883cdcc9a720479146065fee01d642	C3L-00898.T	203561450008_R04C01_Red.idat	203561450008_R04C01_Grn.idat	tumor	e1c8ea38-78d3-4e36-aa29-fbc4d0ecd4bd	edcd5bd3-6733-4bd0-844d-7bd54a7a88db
C3L-00902	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00902.T.CPT0063320009.csv.gz	103266044	csv	3f8f1066ea568e3caee6bae9176fde4a	C3L-00902.T	202178770109_R07C01_Red.idat	202178770109_R07C01_Grn.idat	tumor	ef4b2888-1b80-4205-9d61-07cbdf6e1a34	d66ce126-5bbe-45a7-9dfb-ac16d0bacb99
C3L-00904	LSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00904.A.CPT0007760006.csv.gz	103219617	csv	40532e49679889ad174934db815ed891	C3L-00904.A	203219650164_R02C01_Red.idat	203219650164_R02C01_Grn.idat	tissue_normal	eaab04f5-d4cb-428b-8cb2-c28b8aedd4a7	36c934ec-a0cb-450b-a0e8-85ecf72c357f
C3L-00904	LSCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00904.T.CPT0007740009.csv.gz	103275394	csv	de373d4ed5b039ec7e30f356729b79e6	C3L-00904.T	202176300039_R06C01_Red.idat	202176300039_R06C01_Grn.idat	tumor	9feaeb80-d28d-4a33-86c4-aa9b22066e07	3f0a8dae-2300-44d0-8935-f2747877c97c
C3L-00905	UCEC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00905.T.CPT0063380009.csv.gz	103282122	csv	8a7fc43b50edc6af43bc5569860ca717	C3L-00905.T	202184900127_R07C01_Red.idat	202184900127_R07C01_Grn.idat	tumor	c86ccc49-b9da-47da-827a-3f96e1d04209	1a504680-547d-4cea-b104-424eb540a8ee
C3L-00907	CCRCC	Methylation_Array	v1.1	20200109	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_Methylation_Array_v1.1_Methylation-Y1Y2_20200109/C3L-00907.A.CPT0064400009.csv.gz	103253483	csv	f898423204a551eb9214bbee313f1392	C3L-00907.A	203027380024_R04C01_Red.idat	203027380024_R04C01_Grn.idat	tissue_normal	11973091-3dbe-40cc-bb3f-2ffa23d1316e	66404e28-1762-4b50-b93f-2cffeb05d3d0
